Book Name,Author,Rating,Number of Reviews,Price,Listening Time (Minutes),Rank,Genre,Processed_Description,cluster
Quantum Healing: Exploring the Frontiers of Mind/Body Medicine,Deepak Chopra MD,4.4,117.0,326.0,55.0,3,g Health,"Dr. Deepak Chopra , respected New England endocrinologist , began search answer saw patient practice completely recovered given month live . In mid-1980s returned native India explore Ayurveda , humanity ancient healing tradition . Now combined current research Western medicine , neuroscience , physic insight Ayurvedic theory show human body controlled `` network intelligence '' grounded quantum reality .",1
Why Not Me?,Mindy Kaling,4.6,1663.5,615.0,297.0,5,Biographies & Autobiographies (Books),"Mindy Kaling found turning point . So Why Not Me ? , share ongoing journey find fulfilment adventure adult life , falling love work , seeking new friendship unlikely place , attempting first person history lose weight without behaviour modification whatsoever .",1
Immunity to Change: How to Overcome It and Unlock the Potential in Yourself and Your Organization,Robert Kegan,4.5,218.5,891.0,601.0,3,Personal Success,"A recent study showed doctor tell heart patient die n't change habit , one seven able follow successfully . Desire motivation n't enough : even 's literally matter life death , ability change remains maddeningly elusive .",1
Nightshade,Anthony Horowitz,4.8,490.5,645.0,607.0,4,Mysteries for Children,"Following shocking event Never Say Die , Alex Rider 's world changed : biggest enemy , evil organization Scorpia , destroyed . Alex hoping life finally go back normal , go school spend time friend - quickly everything change . A new dangerous criminal organisation - Nightshade - rising .",1
Remembrance of Things Past: Swann's Way,Marcel Proust,-1.0,267.25,873.0,1184.0,3,Classic Fiction (Books),Exclusively Audible,4
Patriotic Pizza,Karin Gaspartich,-1.0,267.25,46.0,4.0,4,"Children's Crafts, Hobbies & Practical Interests (Books)","Learn pizza became popular food , make mini pizza .",1
Profit Over People: Neoliberalism & Global Order,Noam Chomsky,4.5,263.5,668.0,338.0,3,Economic Public Policy,"Why Atlantic slowly filling crude petroleum , threatening millions-of-years-old ecological balance ? Why trader prominent bank take high-risk gamble money entrusted hundred thousand client around world , expanding leveraging investment point failure led global financial crisis left million people jobless hundred city economically devastated ? Why would world 's powerful military spend 10 year fighting enemy present direct threat secure resource corporation ?",1
101 Amazing Facts About the Royal Family,Jack Goldstein,2.6,15.0,152.0,30.0,29,Textbooks & Study Guides,"Are fan modern generation royal ? How much know life Prince William ; wife , Catherine , Duchess Cambridge ; rest royal family ?",1
101 Amazing Facts About William Shakespeare,Jack Goldstein,-1.0,267.25,152.0,26.0,29,"Literary Theory, History & Criticism",Did know Shakespeare introduced thousand word English language ? Do know unusual item left wife ? Have heard conspiracy theory suggests Shakespeare n't write play attribute today ?,1
Vanvaa: Kathamokashi - Marathi Audiobook,D. B. Mokashi,-1.0,267.25,117.0,23.0,3,Contemporary Fiction (Books),We fighting various difficulty internal conviction . Be striking thunder colossal conflagration forest ... someone 's mind ... story one bushfire .,0
Performing Under Pressure: The Science of Doing Your Best When It Matters Most,Hendrie Weisinger,4.5,127.0,1005.0,660.0,1,Leadership,"Nobody performs better pressure . Regardless task , pressure ruthlessly diminishes judgment , decision making , attention , dexterity , performance every professional personal arena . In Performing Under Pressure , Drs . Hendrie Weisinger J.P. Pawliw-Fry introduce u concept pressure management , offering empirically tested short-term long-term solution help u overcome debilitating effect pressure .",1
The Very Busy Spider,Eric Carle,4.6,1561.5,100.0,3.0,3,Animal Action & Adventure for Children,"A classic Eric Carle , creator The Very Hungry Caterpillar",0
Outside In: The Power of Putting Customers at the Center of Your Business,Harley Manning,4.5,174.5,703.0,455.0,3,ess Management,"The solution case focus customer experience , powerful - misunderstood - element corporate strategy today . Customer experience , quite simply , customer perceive every interaction company . It ’ fundamental business driver . Here ’ proof : recent five-year period S & P 500 flat , stock portfolio customer experience leader grew 22 percent . In age customer access vast amount data company competitor , customer experience sustainable source competitive advantage . But excel ?",1
Everything I Never Told You,Celeste Ng,4.3,7551.0,793.0,601.0,7,Contemporary Fiction (Books),Lydia favourite child Marilyn James Lee - girl inherited mother 's bright-blue eye father 's jet-black hair .,1
101 Amazing Facts About Trees,Jack Goldstein,5.0,1.0,152.0,35.0,29,"Children's Science, Nature & Technology (Books)",How use tree compass ? What earth make maple tree explode ? Where tallest tree world ? And tree ?,1
Hans Christian Andersen's Fairy Tales,Erik Christian Haugaard,-1.0,267.25,754.0,350.0,699,Fiction Classics for Children,"Brought life Academy Award-winning actor F. Murray Abraham ensemble cast narrator , featuring original music Michael Bacon , collection contains Hans Christian Andersen ’ beloved fairy tale , well selection lesser-known favorite .",1
Forge Your Future,A.P.J. Abdul Kalam,4.7,523.0,668.0,337.0,4,"d, Body & Spirit","“ Despite fact I spent childhood Rameswaram , isolated island south India , I could get educated , find job overcome many obstacle become President country . If I could overcome hardship achieve I , anyone else . It matter start achieved till date , important thing point onwards , decide want work towards creating future . This message I want convey book , inspire even one young person achieve dream , I feel effort truly worth .",1
"Play Bigger: How Pirates, Dreamers and Innovators Create and Dominate Markets",Al Ramadan,4.4,125.5,1063.0,487.0,4,Analysis & Strategy,The how-to playbook start-ups established company groundbreaking discipline called category design .,1
The English Patient,Michael Ondaatje,4.1,396.0,569.0,533.0,3,Historical Fiction (Books),"With unsettling beauty intelligence , Golden Man Booker Prize-winning novel trace intersection four damaged life abandoned Italian villa end World War II .",1
Choose FI: Your Blueprint to Financial Independence,Chris Mamula,4.7,212.0,668.0,383.0,4,Personal Development & Self-Help,Choose FI : A Blueprint Financial Independence,1
"Not Nice: Stop People Pleasing, Staying Silent, & Feeling Guilty... And Start Speaking up, Saying No, Asking Boldly, and Unapologetically Being Yourself",Dr. Aziz Gazipura PsyD,4.7,406.5,836.0,1082.0,3,Personal Development & Self-Help,Are nice ?,1
Hanuman the Mighty,Shobha Viswanath,-1.0,267.25,75.0,23.0,4,Children's Literature & Fiction (Books),Sita kidnapped taken island Lanka demon king Ravana.Only Hanuman cross mighty ocean find Sita .,1
"The Hit: Will Robie, Book 2",David Baldacci,4.5,6484.5,323.0,705.0,3,"Crime, Thriller & Mystery (Books)",The trap set . Failure option .,0
Judgement Detox: Release the Beliefs That Hold You Back from Living a Better Life,Gabrielle Bernstein,4.5,558.5,469.0,310.0,4,Personal Development & Self-Help,"Judgement - judged judging others - core discomfort root many life block . When judge others , get quick hit self-righteousness . Judgement get u feel hurt , insecure , vulnerable . But inevitably feeling righteousness fade judgement cause energy weaken thought darken . Spiritual thought leader Gabrielle Bernstein made commitment heal relationship judgement changed life profound way . She found becoming aware judgement made mindful conscious person . Her willingness revise perception set free . Here Gabrielle share process used liberate - six-step interactive programme call spiritual principle A Course Miracles , Kundalini Yoga , meditation , metaphysical healing teaching . When follow process become willing let go , judgement , pain suffering begin dissolve .",1
The Blue Jackal,Shobha Viswanath,4.4,4.0,75.0,20.0,4,Children's Literature & Fiction (Books),"One fine day , Chandarva , small jackal , wake find fur blue .",1
Hunting November,Adriana Mather,4.8,87.0,1382.0,760.0,3,Thrillers & Suspense for Teens,"Surviving week world 's lethal boarding school one thing . But come real test : Can November Adley find missing father enemy find ? Subterfuge name game thrilling sequel Killing November , number one New York Times best-selling author How Hang Witch .",0
Ikkisvi Sadi ka Lokvyavahar [Easy Peasey: People Skills for Life],Allan Pease,4.3,57.0,233.0,112.0,2,Personal Development & Self-Help,"Ikkisvi Sadi Ka Lok Vyavahar Hindi translation successful English book Easy Peasey : People Skills Life . It written help people achieve skill essential getting along people . It speaks human need recognised , made feel important appreciated everyone . People ’ response another depends important made feel .",1
Home Before Dark,Susan Wiggs,4.5,108.0,1005.0,690.0,4,Contemporary Fiction (Books),"Like Technicolor tornado bursting Luz 's picture-perfect life , Jessie return Texas hometown shattering request . She want tell Lila truth . As Luz husband struggle Jessie 's return may mean rebellious Lila , seemingly solid marriage falter . Old secret exposed . Then , Jessie come term past , life 's bittersweet irony play hand . She meet Dustin Matlock , young father survived devastating loss . And Jessie begin see hopeful possibility lie buried wrenching tragedy .",1
The Actor's Life: A Survival Guide,Jenna Fischer,4.8,591.5,668.0,449.0,3,ment Professionals,"Jenna Fischer 's Hollywood journey began age 22 moved Los Angeles hometown St. Louis . With theater degree hand , determined , confident , ready work hard . So , could go wrong ?",1
Strategic Thinking Skills,Stanley K. Ridgley,-1.0,267.25,1171.0,727.0,4,Personal Development & Self-Help,"Start making savvier decision outsmart competitor greater confidence ease simple comprehensive guide skill , tactic , technique , tool , case study , lesson behind strategic thinking . Professor Ridgley crafted 24 lecture accessible way engage thinking help think-and act-more strategically business life , whether 're CEO Fortune 500 company 're preparing embark new career path .",1
Be Still and Know,Osho,-1.0,267.25,502.0,1030.0,-1,",          5 star,        ,          (0%),        ,          ,            0%,          ,","In special series question answer , Osho talk death enlightenment father , occurred time . He also shine unique light subject diverse science meditation , personality essence , homosexuality , witnessing , silence .",1
The Office: The Untold Story of the Greatest Sitcom of the 2000s: An Oral History,Andy Greene,4.7,631.0,1131.0,860.0,3,Textbooks & Study Guides,An instant New York Times best seller,0
Alive at Work: The Neuroscience of Helping Your People Love What They Do,Daniel M. Cable,4.6,62.5,586.0,282.0,3,Workplace Culture,Poll poll confirmed astonishing number worker disengaged work . Why happening ? And fix problem ?,1
